Ticket_ID,Month,Status,Service_Type,Region,Priority,Issue_Type,Response_Hours,Resolution_Hours,Customer_Rating,Channel,Technician
TS-8270,Jun,Open,Landline,South,High,Installation Delay,16.9,89.3,3.4,Retail,Tech 12
TS-8271,Jul,Resolved,TV,East,Low,Slow Internet,16.2,83,4.5,Phone,Tech 1
TS-8272,Aug,In Progress,Mobile,West,Medium,Service Outage,17.5,84.7,3.1,Web,Tech 8
TS-8273,Sep,Open,Broadband,North,High,Dropped Calls,20.8,94.4,4.2,App,Tech 15
TS-8274,Oct,Resolved,Landline,South,Low,Billing Error,20.099999999999998,88.1,2.8,Retail,Tech 4
TS-8275,Nov,In Progress,TV,East,Medium,No Signal,21.4,89.8,3.9,Phone,Tech 11
TS-8276,Dec,Open,Mobile,West,High,Installation Delay,3.7,99.5,2.5,Web,Tech 18
TS-8277,Jan,Resolved,Broadband,North,Low,Slow Internet,3,93.2,3.6,App,Tech 7
TS-8278,Feb,In Progress,Landline,South,Medium,Service Outage,4.3,94.9,4.7,Retail,Tech 14
TS-8279,Mar,Open,TV,East,High,Dropped Calls,7.6000000000000005,104.6,3.3,Phone,Tech 3
TS-8280,Apr,Resolved,Mobile,West,Low,Billing Error,6.9,98.3,4.4,Web,Tech 10
TS-8281,May,In Progress,Broadband,North,Medium,No Signal,8.2,100,3,App,Tech 17
TS-8282,Jun,Open,Landline,South,High,Installation Delay,11.5,109.7,4.1,Retail,Tech 6
TS-8283,Jul,Resolved,TV,East,Low,Slow Internet,10.799999999999999,103.4,2.7,Phone,Tech 13
TS-8284,Aug,In Progress,Mobile,West,Medium,Service Outage,12.1,9.1,3.8,Web,Tech 2
TS-8285,Sep,Open,Broadband,North,High,Dropped Calls,15.399999999999999,18.8,4.9,App,Tech 9
TS-8286,Oct,Open,Landline,South,Low,Billing Error,14.7,12.5,3.5,Retail,Tech 16
TS-8287,Nov,Resolved,TV,East,Medium,No Signal,16,14.2,4.6,Phone,Tech 5
TS-8288,Dec,In Progress,Mobile,West,High,Installation Delay,19.3,23.9,3.2,Web,Tech 12
TS-8289,Jan,Open,Broadband,North,Low,Slow Internet,18.599999999999998,17.6,4.3,App,Tech 1
TS-8290,Feb,Resolved,Landline,South,Medium,Service Outage,19.9,19.3,2.9,Retail,Tech 8
TS-8291,Mar,In Progress,TV,East,High,Dropped Calls,23.2,29,4,Phone,Tech 15
TS-8292,Apr,Open,Mobile,West,Low,Billing Error,1.5,22.7,2.6,Web,Tech 4
TS-8293,May,Resolved,Broadband,North,Medium,No Signal,2.8,24.4,3.7,App,Tech 11
TS-8294,Jun,In Progress,Landline,South,High,Installation Delay,6.1,34.1,4.8,Retail,Tech 18
TS-8295,Jul,Open,TV,East,Low,Slow Internet,5.4,27.8,3.4,Phone,Tech 7
TS-8296,Aug,Resolved,Mobile,West,Medium,Service Outage,6.7,29.5,4.5,Web,Tech 14
TS-8297,Sep,In Progress,Broadband,North,High,Dropped Calls,10,39.2,3.1,App,Tech 3
TS-8298,Oct,Open,Landline,South,Low,Billing Error,9.299999999999999,32.9,4.2,Retail,Tech 10
TS-8299,Nov,Resolved,TV,East,Medium,No Signal,10.6,34.6,2.8,Phone,Tech 17
TS-8300,Dec,In Progress,Mobile,West,High,Installation Delay,13.899999999999999,44.3,3.9,Web,Tech 6
TS-8301,Jan,Open,Broadband,North,Low,Slow Internet,13.2,38,2.5,App,Tech 13
TS-8302,Feb,Resolved,Landline,South,Medium,Service Outage,14.5,39.7,3.6,Retail,Tech 2
TS-8303,Mar,In Progress,TV,East,High,Dropped Calls,17.799999999999997,49.4,4.7,Phone,Tech 9
TS-8304,Apr,Open,Mobile,West,Low,Billing Error,17.1,43.1,3.3,Web,Tech 16
TS-8305,May,Open,Broadband,North,Medium,No Signal,18.4,44.8,4.4,App,Tech 5
TS-8306,Jun,Resolved,Landline,South,High,Installation Delay,21.7,54.5,3,Retail,Tech 12
TS-8307,Jul,In Progress,TV,East,Low,Slow Internet,21,48.2,4.1,Phone,Tech 1
TS-8308,Aug,Open,Mobile,West,Medium,Service Outage,1.3,49.9,2.7,Web,Tech 8
TS-8309,Sep,Resolved,Broadband,North,High,Dropped Calls,4.6,59.6,3.8,App,Tech 15
TS-8310,Oct,In Progress,Landline,South,Low,Billing Error,3.9000000000000004,53.3,4.9,Retail,Tech 4
TS-8311,Nov,Open,TV,East,Medium,No Signal,5.2,55,3.5,Phone,Tech 11
TS-8312,Dec,Resolved,Mobile,West,High,Installation Delay,8.5,64.7,4.6,Web,Tech 18
TS-8313,Jan,In Progress,Broadband,North,Low,Slow Internet,7.8,58.4,3.2,App,Tech 7
TS-8314,Feb,Open,Landline,South,Medium,Service Outage,9.1,60.1,4.3,Retail,Tech 14
TS-8315,Mar,Resolved,TV,East,High,Dropped Calls,12.399999999999999,69.8,2.9,Phone,Tech 3
TS-8316,Apr,In Progress,Mobile,West,Low,Billing Error,11.7,63.5,4,Web,Tech 10
TS-8317,May,Open,Broadband,North,Medium,No Signal,13,65.2,2.6,App,Tech 17
TS-8318,Jun,Resolved,Landline,South,High,Installation Delay,16.299999999999997,74.9,3.7,Retail,Tech 6
TS-8319,Jul,In Progress,TV,East,Low,Slow Internet,15.6,68.6,4.8,Phone,Tech 13
TS-8320,Aug,Open,Mobile,West,Medium,Service Outage,16.9,70.3,3.4,Web,Tech 2
TS-8321,Sep,Resolved,Broadband,North,High,Dropped Calls,20.2,80,4.5,App,Tech 9
TS-8322,Oct,In Progress,Landline,South,Low,Billing Error,19.5,73.7,3.1,Retail,Tech 16
TS-8323,Nov,Open,TV,East,Medium,No Signal,20.8,75.4,4.2,Phone,Tech 5
TS-8324,Dec,Open,Mobile,West,High,Installation Delay,24.099999999999998,85.1,2.8,Web,Tech 12
TS-8325,Jan,Resolved,Broadband,North,Low,Slow Internet,2.4,78.8,3.9,App,Tech 1
TS-8326,Feb,In Progress,Landline,South,Medium,Service Outage,3.7,80.5,2.5,Retail,Tech 8
TS-8327,Mar,Open,TV,East,High,Dropped Calls,7,90.2,3.6,Phone,Tech 15
TS-8328,Apr,Resolved,Mobile,West,Low,Billing Error,6.3,83.9,4.7,Web,Tech 4
TS-8329,May,In Progress,Broadband,North,Medium,No Signal,7.6000000000000005,85.6,3.3,App,Tech 11
TS-8330,Jun,Open,Landline,South,High,Installation Delay,10.9,95.3,4.4,Retail,Tech 18
TS-8331,Jul,Resolved,TV,East,Low,Slow Internet,10.2,89,3,Phone,Tech 7
TS-8332,Aug,In Progress,Mobile,West,Medium,Service Outage,11.5,90.7,4.1,Web,Tech 14
TS-8333,Sep,Open,Broadband,North,High,Dropped Calls,14.799999999999999,100.4,2.7,App,Tech 3
TS-8334,Oct,Resolved,Landline,South,Low,Billing Error,14.1,94.1,3.8,Retail,Tech 10
TS-8335,Nov,In Progress,TV,East,Medium,No Signal,15.399999999999999,95.8,4.9,Phone,Tech 17
TS-8336,Dec,Open,Mobile,West,High,Installation Delay,18.7,105.5,3.5,Web,Tech 6
TS-8337,Jan,Resolved,Broadband,North,Low,Slow Internet,18,99.2,4.6,App,Tech 13
TS-8338,Feb,In Progress,Landline,South,Medium,Service Outage,19.3,100.9,3.2,Retail,Tech 2
TS-8339,Mar,Open,TV,East,High,Dropped Calls,22.599999999999998,110.6,4.3,Phone,Tech 9
TS-8340,Apr,Resolved,Mobile,West,Low,Billing Error,21.9,8.3,2.9,Web,Tech 16
TS-8341,May,In Progress,Broadband,North,Medium,No Signal,2.2,10,4,App,Tech 5
TS-8342,Jun,Open,Landline,South,High,Installation Delay,5.5,19.7,2.6,Retail,Tech 12
TS-8343,Jul,Open,TV,East,Low,Slow Internet,4.8,13.4,3.7,Phone,Tech 1
TS-8344,Aug,Resolved,Mobile,West,Medium,Service Outage,6.1000000000000005,15.1,4.8,Web,Tech 8
TS-8345,Sep,In Progress,Broadband,North,High,Dropped Calls,9.4,24.8,3.4,App,Tech 15
TS-8346,Oct,Open,Landline,South,Low,Billing Error,8.7,18.5,4.5,Retail,Tech 4
TS-8347,Nov,Resolved,TV,East,Medium,No Signal,10,20.2,3.1,Phone,Tech 11
TS-8348,Dec,In Progress,Mobile,West,High,Installation Delay,13.299999999999999,29.9,4.2,Web,Tech 18
TS-8349,Jan,Open,Broadband,North,Low,Slow Internet,12.6,23.6,2.8,App,Tech 7
TS-8350,Feb,Resolved,Landline,South,Medium,Service Outage,13.899999999999999,25.3,3.9,Retail,Tech 14
TS-8351,Mar,In Progress,TV,East,High,Dropped Calls,17.2,35,2.5,Phone,Tech 3
TS-8352,Apr,Open,Mobile,West,Low,Billing Error,16.5,28.7,3.6,Web,Tech 10
TS-8353,May,Resolved,Broadband,North,Medium,No Signal,17.8,30.4,4.7,App,Tech 17
TS-8354,Jun,In Progress,Landline,South,High,Installation Delay,21.099999999999998,40.1,3.3,Retail,Tech 6
TS-8355,Jul,Open,TV,East,Low,Slow Internet,20.4,33.8,4.4,Phone,Tech 13
TS-8356,Aug,Resolved,Mobile,West,Medium,Service Outage,21.7,35.5,3,Web,Tech 2
TS-8357,Sep,In Progress,Broadband,North,High,Dropped Calls,4,45.2,4.1,App,Tech 9
TS-8358,Oct,Open,Landline,South,Low,Billing Error,3.3,38.9,2.7,Retail,Tech 16
TS-8359,Nov,Resolved,TV,East,Medium,No Signal,4.6,40.6,3.8,Phone,Tech 5
TS-8360,Dec,In Progress,Mobile,West,High,Installation Delay,7.9,50.3,4.9,Web,Tech 12
TS-8361,Jan,Open,Broadband,North,Low,Slow Internet,7.2,44,3.5,App,Tech 1
TS-8362,Feb,Open,Landline,South,Medium,Service Outage,8.5,45.7,4.6,Retail,Tech 8
TS-8363,Mar,Resolved,TV,East,High,Dropped Calls,11.799999999999999,55.4,3.2,Phone,Tech 15
TS-8364,Apr,In Progress,Mobile,West,Low,Billing Error,11.1,49.1,4.3,Web,Tech 4
TS-8365,May,Open,Broadband,North,Medium,No Signal,12.399999999999999,50.8,2.9,App,Tech 11
TS-8366,Jun,Resolved,Landline,South,High,Installation Delay,15.7,60.5,4,Retail,Tech 18
TS-8367,Jul,In Progress,TV,East,Low,Slow Internet,15,54.2,2.6,Phone,Tech 7
TS-8368,Aug,Open,Mobile,West,Medium,Service Outage,16.3,55.9,3.7,Web,Tech 14
TS-8369,Sep,Resolved,Broadband,North,High,Dropped Calls,19.599999999999998,65.6,4.8,App,Tech 3
TS-8370,Oct,In Progress,Landline,South,Low,Billing Error,18.9,59.3,3.4,Retail,Tech 10
TS-8371,Nov,Open,TV,East,Medium,No Signal,20.2,61,4.5,Phone,Tech 17
TS-8372,Dec,Resolved,Mobile,West,High,Installation Delay,23.5,70.7,3.1,Web,Tech 6
TS-8373,Jan,In Progress,Broadband,North,Low,Slow Internet,1.7999999999999998,64.4,4.2,App,Tech 13
TS-8374,Feb,Open,Landline,South,Medium,Service Outage,3.0999999999999996,66.1,2.8,Retail,Tech 2
TS-8375,Mar,Resolved,TV,East,High,Dropped Calls,6.4,75.8,3.9,Phone,Tech 9
TS-8376,Apr,In Progress,Mobile,West,Low,Billing Error,5.7,69.5,2.5,Web,Tech 16
TS-8377,May,Open,Broadband,North,Medium,No Signal,7,71.2,3.6,App,Tech 5
TS-8378,Jun,Resolved,Landline,South,High,Installation Delay,10.299999999999999,80.9,4.7,Retail,Tech 12
TS-8379,Jul,In Progress,TV,East,Low,Slow Internet,9.6,74.6,3.3,Phone,Tech 1
TS-8380,Aug,Open,Mobile,West,Medium,Service Outage,10.899999999999999,76.3,4.4,Web,Tech 8
TS-8381,Sep,Open,Broadband,North,High,Dropped Calls,14.2,86,3,App,Tech 15
TS-8382,Oct,Resolved,Landline,South,Low,Billing Error,13.5,79.7,4.1,Retail,Tech 4
TS-8383,Nov,In Progress,TV,East,Medium,No Signal,14.799999999999999,81.4,2.7,Phone,Tech 11
TS-8384,Dec,Open,Mobile,West,High,Installation Delay,18.1,91.1,3.8,Web,Tech 18
TS-8385,Jan,Resolved,Broadband,North,Low,Slow Internet,17.4,84.8,4.9,App,Tech 7
TS-8386,Feb,In Progress,Landline,South,Medium,Service Outage,18.7,86.5,3.5,Retail,Tech 14
TS-8387,Mar,Open,TV,East,High,Dropped Calls,22,96.2,4.6,Phone,Tech 3
TS-8388,Apr,Resolved,Mobile,West,Low,Billing Error,21.3,89.9,3.2,Web,Tech 10
TS-8389,May,In Progress,Broadband,North,Medium,No Signal,1.6,91.6,4.3,App,Tech 17
TS-8390,Jun,Open,Landline,South,High,Installation Delay,4.9,101.3,2.9,Retail,Tech 6
TS-8391,Jul,Resolved,TV,East,Low,Slow Internet,4.2,95,4,Phone,Tech 13
TS-8392,Aug,In Progress,Mobile,West,Medium,Service Outage,5.5,96.7,2.6,Web,Tech 2
TS-8393,Sep,Open,Broadband,North,High,Dropped Calls,8.8,106.4,3.7,App,Tech 9
TS-8394,Oct,Resolved,Landline,South,Low,Billing Error,8.1,100.1,4.8,Retail,Tech 16
TS-8395,Nov,In Progress,TV,East,Medium,No Signal,9.399999999999999,101.8,3.4,Phone,Tech 5
TS-8396,Dec,Open,Mobile,West,High,Installation Delay,12.7,111.5,4.5,Web,Tech 12
TS-8397,Jan,Resolved,Broadband,North,Low,Slow Internet,12,9.2,3.1,App,Tech 1
TS-8398,Feb,In Progress,Landline,South,Medium,Service Outage,13.299999999999999,10.9,4.2,Retail,Tech 8
TS-8399,Mar,Open,TV,East,High,Dropped Calls,16.6,20.6,2.8,Phone,Tech 15
TS-8400,Apr,Open,Mobile,West,Low,Billing Error,15.899999999999999,14.3,3.9,Web,Tech 4
TS-8401,May,Resolved,Broadband,North,Medium,No Signal,17.2,16,2.5,App,Tech 11
TS-8402,Jun,In Progress,Landline,South,High,Installation Delay,20.5,25.7,3.6,Retail,Tech 18
TS-8403,Jul,Open,TV,East,Low,Slow Internet,19.8,19.4,4.7,Phone,Tech 7
TS-8404,Aug,Resolved,Mobile,West,Medium,Service Outage,21.099999999999998,21.1,3.3,Web,Tech 14
TS-8405,Sep,In Progress,Broadband,North,High,Dropped Calls,3.4,30.8,4.4,App,Tech 3
TS-8406,Oct,Open,Landline,South,Low,Billing Error,2.7,24.5,3,Retail,Tech 10
TS-8407,Nov,Resolved,TV,East,Medium,No Signal,4,26.2,4.1,Phone,Tech 17
TS-8408,Dec,In Progress,Mobile,West,High,Installation Delay,7.3,35.9,2.7,Web,Tech 6
TS-8409,Jan,Open,Broadband,North,Low,Slow Internet,6.6000000000000005,29.6,3.8,App,Tech 13
TS-8410,Feb,Resolved,Landline,South,Medium,Service Outage,7.9,31.3,4.9,Retail,Tech 2
TS-8411,Mar,In Progress,TV,East,High,Dropped Calls,11.2,41,3.5,Phone,Tech 9
TS-8412,Apr,Open,Mobile,West,Low,Billing Error,10.5,34.7,4.6,Web,Tech 16
TS-8413,May,Resolved,Broadband,North,Medium,No Signal,11.799999999999999,36.4,3.2,App,Tech 5
TS-8414,Jun,In Progress,Landline,South,High,Installation Delay,15.1,46.1,4.3,Retail,Tech 12
TS-8415,Jul,Open,TV,East,Low,Slow Internet,14.399999999999999,39.8,2.9,Phone,Tech 1
TS-8416,Aug,Resolved,Mobile,West,Medium,Service Outage,15.7,41.5,4,Web,Tech 8
TS-8417,Sep,In Progress,Broadband,North,High,Dropped Calls,19,51.2,2.6,App,Tech 15
TS-8418,Oct,Open,Landline,South,Low,Billing Error,18.3,44.9,3.7,Retail,Tech 4
TS-8419,Nov,Open,TV,East,Medium,No Signal,19.599999999999998,46.6,4.8,Phone,Tech 11
TS-8420,Dec,Resolved,Mobile,West,High,Installation Delay,22.9,56.3,3.4,Web,Tech 18
TS-8421,Jan,In Progress,Broadband,North,Low,Slow Internet,1.2,50,4.5,App,Tech 7
TS-8422,Feb,Open,Landline,South,Medium,Service Outage,2.5,51.7,3.1,Retail,Tech 14
TS-8423,Mar,Resolved,TV,East,High,Dropped Calls,5.8,61.4,4.2,Phone,Tech 3
TS-8424,Apr,In Progress,Mobile,West,Low,Billing Error,5.1,55.1,2.8,Web,Tech 10
TS-8425,May,Open,Broadband,North,Medium,No Signal,6.4,56.8,3.9,App,Tech 17
TS-8426,Jun,Resolved,Landline,South,High,Installation Delay,9.7,66.5,2.5,Retail,Tech 6
TS-8427,Jul,In Progress,TV,East,Low,Slow Internet,9,60.2,3.6,Phone,Tech 13
TS-8428,Aug,Open,Mobile,West,Medium,Service Outage,10.299999999999999,61.9,4.7,Web,Tech 2
TS-8429,Sep,Resolved,Broadband,North,High,Dropped Calls,13.6,71.6,3.3,App,Tech 9
TS-8430,Oct,In Progress,Landline,South,Low,Billing Error,12.899999999999999,65.3,4.4,Retail,Tech 16
TS-8431,Nov,Open,TV,East,Medium,No Signal,14.2,67,3,Phone,Tech 5
TS-8432,Dec,Resolved,Mobile,West,High,Installation Delay,17.5,76.7,4.1,Web,Tech 12
TS-8433,Jan,In Progress,Broadband,North,Low,Slow Internet,16.8,70.4,2.7,App,Tech 1
TS-8434,Feb,Open,Landline,South,Medium,Service Outage,18.099999999999998,72.1,3.8,Retail,Tech 8
TS-8435,Mar,Resolved,TV,East,High,Dropped Calls,21.4,81.8,4.9,Phone,Tech 15
TS-8436,Apr,In Progress,Mobile,West,Low,Billing Error,20.7,75.5,3.5,Web,Tech 4
TS-8437,May,Open,Broadband,North,Medium,No Signal,22,77.2,4.6,App,Tech 11
TS-8438,Jun,Open,Landline,South,High,Installation Delay,4.3,86.9,3.2,Retail,Tech 18
TS-8439,Jul,Resolved,TV,East,Low,Slow Internet,3.5999999999999996,80.6,4.3,Phone,Tech 7
TS-8440,Aug,In Progress,Mobile,West,Medium,Service Outage,4.9,82.3,2.9,Web,Tech 14
TS-8441,Sep,Open,Broadband,North,High,Dropped Calls,8.2,92,4,App,Tech 3
TS-8442,Oct,Resolved,Landline,South,Low,Billing Error,7.5,85.7,2.6,Retail,Tech 10
TS-8443,Nov,In Progress,TV,East,Medium,No Signal,8.799999999999999,87.4,3.7,Phone,Tech 17
TS-8444,Dec,Open,Mobile,West,High,Installation Delay,12.1,97.1,4.8,Web,Tech 6
TS-8445,Jan,Resolved,Broadband,North,Low,Slow Internet,11.399999999999999,90.8,3.4,App,Tech 13
TS-8446,Feb,In Progress,Landline,South,Medium,Service Outage,12.7,92.5,4.5,Retail,Tech 2
TS-8447,Mar,Open,TV,East,High,Dropped Calls,16,102.2,3.1,Phone,Tech 9
TS-8448,Apr,Resolved,Mobile,West,Low,Billing Error,15.299999999999999,95.9,4.2,Web,Tech 16
TS-8449,May,In Progress,Broadband,North,Medium,No Signal,16.6,97.6,2.8,App,Tech 5
TS-8450,Jun,Open,Landline,South,High,Installation Delay,19.9,107.3,3.9,Retail,Tech 12
TS-8451,Jul,Resolved,TV,East,Low,Slow Internet,19.2,101,2.5,Phone,Tech 1
TS-8452,Aug,In Progress,Mobile,West,Medium,Service Outage,20.5,102.7,3.6,Web,Tech 8
TS-8453,Sep,Open,Broadband,North,High,Dropped Calls,23.8,16.4,4.7,App,Tech 15
TS-8454,Oct,Resolved,Landline,South,Low,Billing Error,2.1,10.1,3.3,Retail,Tech 4
TS-8455,Nov,In Progress,TV,East,Medium,No Signal,3.4000000000000004,11.8,4.4,Phone,Tech 11
TS-8456,Dec,Open,Mobile,West,High,Installation Delay,6.7,21.5,3,Web,Tech 18
TS-8457,Jan,Open,Broadband,North,Low,Slow Internet,6,15.2,4.1,App,Tech 7
TS-8458,Feb,Resolved,Landline,South,Medium,Service Outage,7.3,16.9,2.7,Retail,Tech 14
TS-8459,Mar,In Progress,TV,East,High,Dropped Calls,10.6,26.6,3.8,Phone,Tech 3
TS-8460,Apr,Open,Mobile,West,Low,Billing Error,9.899999999999999,20.3,4.9,Web,Tech 10
TS-8461,May,Resolved,Broadband,North,Medium,No Signal,11.2,22,3.5,App,Tech 17
TS-8462,Jun,In Progress,Landline,South,High,Installation Delay,14.5,31.7,4.6,Retail,Tech 6
TS-8463,Jul,Open,TV,East,Low,Slow Internet,13.799999999999999,25.4,3.2,Phone,Tech 13
TS-8464,Aug,Resolved,Mobile,West,Medium,Service Outage,15.1,27.1,4.3,Web,Tech 2
TS-8465,Sep,In Progress,Broadband,North,High,Dropped Calls,18.4,36.8,2.9,App,Tech 9
TS-8466,Oct,Open,Landline,South,Low,Billing Error,17.7,30.5,4,Retail,Tech 16
TS-8467,Nov,Resolved,TV,East,Medium,No Signal,19,32.2,2.6,Phone,Tech 5
TS-8468,Dec,In Progress,Mobile,West,High,Installation Delay,22.3,41.9,3.7,Web,Tech 12
TS-8469,Jan,Open,Broadband,North,Low,Slow Internet,21.599999999999998,35.6,4.8,App,Tech 1
TS-8470,Feb,Resolved,Landline,South,Medium,Service Outage,1.9,37.3,3.4,Retail,Tech 8
TS-8471,Mar,In Progress,TV,East,High,Dropped Calls,5.2,47,4.5,Phone,Tech 15
TS-8472,Apr,Open,Mobile,West,Low,Billing Error,4.5,40.7,3.1,Web,Tech 4
TS-8473,May,Resolved,Broadband,North,Medium,No Signal,5.8,42.4,4.2,App,Tech 11
TS-8474,Jun,In Progress,Landline,South,High,Installation Delay,9.100000000000001,52.1,2.8,Retail,Tech 18
TS-8475,Jul,Open,TV,East,Low,Slow Internet,8.4,45.8,3.9,Phone,Tech 7
TS-8476,Aug,Open,Mobile,West,Medium,Service Outage,9.7,47.5,2.5,Web,Tech 14
TS-8477,Sep,Resolved,Broadband,North,High,Dropped Calls,13,57.2,3.6,App,Tech 3
TS-8478,Oct,In Progress,Landline,South,Low,Billing Error,12.299999999999999,50.9,4.7,Retail,Tech 10
TS-8479,Nov,Open,TV,East,Medium,No Signal,13.6,52.6,3.3,Phone,Tech 17
TS-8480,Dec,Resolved,Mobile,West,High,Installation Delay,16.9,62.3,4.4,Web,Tech 6
TS-8481,Jan,In Progress,Broadband,North,Low,Slow Internet,16.2,56,3,App,Tech 13
TS-8482,Feb,Open,Landline,South,Medium,Service Outage,17.5,57.7,4.1,Retail,Tech 2
TS-8483,Mar,Resolved,TV,East,High,Dropped Calls,20.8,67.4,2.7,Phone,Tech 9
TS-8484,Apr,In Progress,Mobile,West,Low,Billing Error,20.099999999999998,61.1,3.8,Web,Tech 16
TS-8485,May,Open,Broadband,North,Medium,No Signal,21.4,62.8,4.9,App,Tech 5
TS-8486,Jun,Resolved,Landline,South,High,Installation Delay,3.7,72.5,3.5,Retail,Tech 12
TS-8487,Jul,In Progress,TV,East,Low,Slow Internet,3,66.2,4.6,Phone,Tech 1
TS-8488,Aug,Open,Mobile,West,Medium,Service Outage,4.3,67.9,3.2,Web,Tech 8
TS-8489,Sep,Resolved,Broadband,North,High,Dropped Calls,7.6000000000000005,77.6,4.3,App,Tech 15
TS-8490,Oct,In Progress,Landline,South,Low,Billing Error,6.9,71.3,2.9,Retail,Tech 4
TS-8491,Nov,Open,TV,East,Medium,No Signal,8.2,73,4,Phone,Tech 11
TS-8492,Dec,Resolved,Mobile,West,High,Installation Delay,11.5,82.7,2.6,Web,Tech 18
TS-8493,Jan,In Progress,Broadband,North,Low,Slow Internet,10.799999999999999,76.4,3.7,App,Tech 7
TS-8494,Feb,Open,Landline,South,Medium,Service Outage,12.1,78.1,4.8,Retail,Tech 14
TS-8495,Mar,Open,TV,East,High,Dropped Calls,15.399999999999999,87.8,3.4,Phone,Tech 3
TS-8496,Apr,Resolved,Mobile,West,Low,Billing Error,14.7,81.5,4.5,Web,Tech 10
TS-8497,May,In Progress,Broadband,North,Medium,No Signal,16,83.2,3.1,App,Tech 17
TS-8498,Jun,Open,Landline,South,High,Installation Delay,19.3,92.9,4.2,Retail,Tech 6
TS-8499,Jul,Resolved,TV,East,Low,Slow Internet,18.599999999999998,86.6,2.8,Phone,Tech 13
TS-8500,Aug,In Progress,Mobile,West,Medium,Service Outage,19.9,88.3,3.9,Web,Tech 2
